Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Credit_Limit,Avg_Utilization_Ratio
0,44,M,4,Uneducated,Single,$60K - $80K,Blue,36,1,6426.0,0.0
0,56,M,1,High School,Single,$80K - $120K,Blue,45,4,5070.0,0.0
0,46,F,2,Graduate,Single,Less than $40K,Blue,30,3,5494.0,0.39
0,54,F,2,Uneducated,Married,Less than $40K,Blue,44,3,5413.0,0.339
0,55,M,2,Graduate,Married,$60K - $80K,Blue,44,6,6054.0,0.182
0,33,F,2,High School,Single,Less than $40K,Blue,36,4,8070.0,0.291
0,50,M,2,Graduate,Single,$40K - $60K,Blue,40,3,4003.0,0.462
0,35,F,3,Graduate,Single,$40K - $60K,Blue,22,3,2441.0,0.684
0,49,M,4,Uneducated,Married,$120K +,Blue,38,2,18991.0,0.064
0,42,M,3,College,Single,$80K - $120K,Silver,26,3,34516.0,0.026
0,31,F,0,Graduate,Single,Less than $40K,Blue,22,3,4254.0,0.579
1,53,F,4,Graduate,Single,$40K - $60K,Blue,43,1,6058.0,0.0
1,43,M,5,Graduate,Married,$60K - $80K,Blue,25,1,4259.0,0.0
1,34,F,2,Graduate,Single,Less than $40K,Blue,36,1,1666.0,0.0
0,50,M,4,High School,Married,$120K +,Blue,41,2,34516.0,0.068
0,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,2481.0,0.519
0,40,M,4,High School,Married,Less than $40K,Blue,35,3,4402.0,0.346
1,49,F,3,Graduate,Married,Less than $40K,Blue,37,4,6184.0,0.0
1,54,F,3,Post-Graduate,Single,Less than $40K,Blue,49,1,8516.0,0.0
0,51,F,3,High School,Single,Less than $40K,Blue,39,5,4038.0,0.306
0,47,F,4,Graduate,Married,Less than $40K,Blue,39,3,3144.0,0.0
0,38,M,3,College,Single,$60K - $80K,Silver,32,4,30082.0,0.056
0,31,M,0,Graduate,Married,$80K - $120K,Blue,36,2,32791.0,0.049
0,35,M,1,Graduate,Married,$40K - $60K,Blue,25,5,5801.0,0.203
1,32,F,1,Graduate,Single,Less than $40K,Blue,36,3,2761.0,0.0
0,39,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,1790.0,0.498
0,52,F,3,Graduate,Single,Less than $40K,Blue,36,2,2166.0,0.673
0,42,M,4,Uneducated,Single,$80K - $120K,Blue,36,3,10374.0,0.058
1,44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,1880.0,0.0
1,53,M,4,Graduate,Married,$120K +,Blue,38,5,34516.0,0.0
1,55,M,3,Graduate,Single,$40K - $60K,Silver,45,2,18128.0,0.0
0,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,21800.0,0.041
0,54,M,1,High School,Married,$120K +,Blue,42,5,3251.0,0.59
0,38,M,1,Uneducated,Married,$80K - $120K,Blue,25,6,11352.0,0.0
0,33,F,2,Uneducated,Married,$40K - $60K,Blue,23,4,6732.0,0.0
0,50,F,3,Uneducated,Single,Less than $40K,Blue,41,4,2563.0,0.726
0,38,M,2,Uneducated,Married,Less than $40K,Blue,27,6,1438.3,0.0
0,47,F,4,Post-Graduate,Single,Less than $40K,Blue,27,1,8837.0,0.285
0,43,M,3,Post-Graduate,Single,$40K - $60K,Blue,32,3,2142.0,0.639
1,50,M,4,Graduate,Single,$120K +,Silver,32,5,34516.0,0.0
1,44,M,3,Graduate,Married,$40K - $60K,Blue,40,2,9502.0,0.259
0,38,M,1,Graduate,Single,$80K - $120K,Blue,29,3,2155.0,0.599
0,43,F,2,Graduate,Divorced,Less than $40K,Blue,30,4,2351.0,0.905
0,27,M,1,Graduate,Single,$40K - $60K,Blue,21,2,10284.0,0.077
1,48,F,3,Graduate,Married,$40K - $60K,Blue,39,2,6235.0,0.0
1,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,4738.0,0.0
0,49,M,2,High School,Married,$80K - $120K,Blue,40,4,13490.0,0.124
0,48,F,3,Uneducated,Divorced,Less than $40K,Blue,44,3,4107.0,0.613
0,54,F,2,Graduate,Single,Less than $40K,Blue,43,3,2019.0,0.687
1,48,F,3,High School,Married,Less than $40K,Blue,43,3,1670.0,0.0
0,47,F,4,Graduate,Married,Less than $40K,Blue,37,3,2447.0,0.806
0,47,M,3,High School,Married,$80K - $120K,Blue,32,3,23424.0,0.107
0,53,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,11450.0,0.186
0,28,M,0,High School,Single,Less than $40K,Blue,36,6,2295.0,0.442
0,38,M,2,Uneducated,Married,$40K - $60K,Blue,31,4,6116.0,0.278
0,52,M,2,Graduate,Single,$40K - $60K,Blue,44,3,1538.0,0.433
1,52,M,2,High School,Married,$60K - $80K,Silver,35,4,33180.0,0.015
0,48,M,5,Graduate,Married,$80K - $120K,Blue,38,6,34516.0,0.019
1,41,F,2,Doctorate,Married,$40K - $60K,Blue,33,1,1604.0,0.0
0,46,F,4,High School,Single,Less than $40K,Blue,34,5,3322.0,0.758
0,35,M,3,Uneducated,Married,$40K - $60K,Blue,36,6,8682.0,0.19
1,59,F,2,Uneducated,Divorced,Less than $40K,Blue,36,3,1863.0,0.995
0,42,M,3,Uneducated,Single,$80K - $120K,Blue,35,5,16054.0,0.0
0,50,M,2,High School,Married,$80K - $120K,Silver,45,3,34516.0,0.037
0,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,3538.0,0.0
0,40,F,2,High School,Single,Less than $40K,Blue,34,4,2395.0,0.6
0,35,F,3,High School,Married,Less than $40K,Blue,23,3,3073.0,0.171
0,46,M,4,High School,Married,$80K - $120K,Blue,38,5,28327.0,0.021
0,59,M,1,High School,Single,$60K - $80K,Blue,45,4,3943.0,0.638
0,46,M,4,College,Married,$40K - $60K,Silver,36,3,18956.0,0.089
0,41,F,5,High School,Divorced,Less than $40K,Blue,34,3,2137.0,0.466
1,54,F,4,High School,Single,$40K - $60K,Blue,36,3,1438.3,0.0
0,52,F,3,Graduate,Married,$40K - $60K,Blue,47,3,2741.0,0.598
0,40,F,3,High School,Married,$40K - $60K,Silver,34,2,19000.0,0.083
0,39,M,1,Graduate,Single,$120K +,Blue,24,6,10074.0,0.25
0,26,M,1,High School,Single,$40K - $60K,Blue,13,6,1473.0,0.0
0,53,M,2,High School,Single,$60K - $80K,Blue,49,2,4142.0,0.544
0,48,M,3,High School,Single,$80K - $120K,Blue,35,3,11851.0,0.0
0,46,M,4,Graduate,Single,$60K - $80K,Blue,27,3,21839.0,0.044
0,42,F,4,Uneducated,Single,Less than $40K,Silver,36,4,10091.0,0.0
0,45,M,4,High School,Single,$80K - $120K,Blue,34,3,15913.0,0.107
0,58,F,2,High School,Married,$40K - $60K,Blue,53,4,2642.0,0.473
0,47,F,2,High School,Married,$40K - $60K,Blue,40,2,4074.0,0.459
0,53,M,1,College,Married,$80K - $120K,Silver,36,2,34516.0,0.043
0,60,F,1,Graduate,Married,Less than $40K,Blue,36,3,1977.0,0.276
0,44,F,4,Post-Graduate,Single,Less than $40K,Blue,32,3,2900.0,0.685
0,46,M,2,Graduate,Divorced,$60K - $80K,Blue,41,2,7064.0,0.175
0,45,M,3,Uneducated,Married,$40K - $60K,Blue,36,3,10619.0,0.057
0,33,F,2,Graduate,Divorced,Less than $40K,Blue,24,3,6803.0,0.337
0,36,M,3,Uneducated,Married,$80K - $120K,Blue,31,3,12893.0,0.126
0,49,F,3,Graduate,Single,Less than $40K,Blue,44,3,4364.0,0.345
0,49,F,4,High School,Single,Less than $40K,Silver,40,5,13704.0,0.155
1,41,F,2,High School,Single,Less than $40K,Blue,36,4,2201.0,0.956
0,39,M,2,Uneducated,Single,$60K - $80K,Blue,29,2,23402.0,0.041
0,56,M,1,College,Married,$60K - $80K,Blue,46,3,10117.0,0.222
1,47,F,3,Doctorate,Single,Less than $40K,Blue,40,6,2437.0,0.0
0,47,M,5,College,Single,$80K - $120K,Blue,41,1,3429.0,0.519
0,37,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,7959.0,0.125
0,53,F,2,Graduate,Married,Less than $40K,Blue,36,6,3176.0,0.463
0,45,M,4,Graduate,Married,$40K - $60K,Blue,36,5,4112.0,0.0
1,54,M,3,High School,Married,$40K - $60K,Blue,44,2,3032.0,0.0
0,54,M,5,Graduate,Married,$80K - $120K,Blue,47,4,6065.0,0.285
0,56,M,1,College,Single,$80K - $120K,Blue,36,3,11751.0,0.0
0,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,3696.0,0.0
0,52,F,5,High School,Single,Less than $40K,Silver,36,3,11280.0,0.135
0,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,9778.0,0.22
0,38,M,5,College,Single,$60K - $80K,Blue,25,4,5597.0,0.2
1,45,F,3,High School,Married,$40K - $60K,Blue,37,6,3399.0,0.0
1,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,1438.3,0.0
0,52,M,2,High School,Married,$60K - $80K,Blue,46,5,14316.0,0.076
0,51,F,2,Uneducated,Married,Less than $40K,Blue,45,6,7165.0,0.284
0,43,F,3,Graduate,Married,Less than $40K,Blue,34,6,2725.0,0.924
1,43,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2867.0,0.0
0,45,F,4,Graduate,Married,Less than $40K,Blue,38,6,5583.0,0.0
0,57,M,2,Graduate,Married,$80K - $120K,Blue,42,6,21875.0,0.115
1,43,M,2,College,Single,$80K - $120K,Blue,34,2,4617.0,0.224
1,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,8840.0,0.203
0,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2416.0,0.62
0,51,F,2,Graduate,Single,$40K - $60K,Blue,36,1,3785.0,0.351
0,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,3065.0,0.512
0,26,F,0,Uneducated,Single,$40K - $60K,Blue,18,4,2033.0,0.724
0,35,M,3,Graduate,Married,$120K +,Blue,28,4,14869.0,0.0
0,33,F,2,High School,Single,$40K - $60K,Blue,28,3,1438.3,0.519
0,46,M,2,High School,Single,$60K - $80K,Blue,34,2,10325.0,0.0
0,39,F,1,Graduate,Single,Less than $40K,Blue,30,5,2669.0,0.898
0,60,M,1,High School,Divorced,$40K - $60K,Blue,53,2,9369.0,0.194
0,61,F,0,Uneducated,Single,$40K - $60K,Blue,55,6,2214.0,0.959
0,36,F,2,Uneducated,Married,Less than $40K,Blue,36,4,4066.0,0.403
1,43,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3312.0,0.0
1,62,M,1,High School,Single,$60K - $80K,Blue,46,2,7547.0,0.328
0,43,M,2,Uneducated,Married,$80K - $120K,Blue,24,2,16667.0,0.088
0,44,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3075.0,0.819
0,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,4712.0,0.407
0,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,6,5478.0,0.272
0,51,F,3,High School,Married,Less than $40K,Blue,32,6,2943.0,0.724
1,52,M,2,Graduate,Single,$120K +,Blue,41,1,31668.0,0.026
0,47,M,3,College,Married,$120K +,Silver,27,6,34516.0,0.067
0,57,M,1,High School,Married,$120K +,Blue,46,3,31762.0,0.079
0,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3006.0,0.837
0,45,M,4,High School,Married,$80K - $120K,Blue,35,5,9852.0,0.231
0,43,M,5,Post-Graduate,Single,$60K - $80K,Blue,31,3,17230.0,0.105
0,35,M,1,Doctorate,Single,$40K - $60K,Blue,24,6,10467.0,0.187
0,41,F,1,High School,Single,$40K - $60K,Blue,31,6,4969.0,0.169
0,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,10514.0,0.15
1,48,M,3,High School,Married,$60K - $80K,Blue,36,1,8431.0,0.0
1,52,M,1,High School,Single,$80K - $120K,Blue,44,1,3770.0,0.0
0,52,M,3,Graduate,Single,$80K - $120K,Blue,47,1,25410.0,0.0
0,54,F,1,Graduate,Single,Less than $40K,Silver,47,6,12873.0,0.0
1,64,M,0,Graduate,Single,Less than $40K,Blue,36,3,3812.0,0.66
0,49,M,4,High School,Single,$80K - $120K,Blue,38,4,31302.0,0.062
0,43,F,3,Graduate,Single,Less than $40K,Blue,35,3,4469.0,0.448
0,41,M,4,High School,Single,$60K - $80K,Blue,28,4,3126.0,0.481
0,49,M,2,High School,Married,$80K - $120K,Blue,36,4,3989.0,0.63
0,52,F,2,Uneducated,Married,Less than $40K,Blue,42,6,5456.0,0.0
1,46,F,3,Graduate,Married,Less than $40K,Blue,34,3,1438.3,0.0
0,45,M,3,High School,Married,$60K - $80K,Blue,36,2,17072.0,0.089
0,38,M,1,High School,Married,$60K - $80K,Blue,32,4,3657.0,0.461
0,49,M,2,Uneducated,Married,$60K - $80K,Blue,35,3,13435.0,0.0
0,55,M,3,Graduate,Single,$120K +,Blue,42,3,31636.0,0.08
0,49,M,1,High School,Single,$60K - $80K,Blue,40,6,3170.0,0.45
0,43,F,2,High School,Single,Less than $40K,Blue,37,4,6611.0,0.157
0,41,M,4,High School,Single,$60K - $80K,Blue,28,6,4475.0,0.0
0,51,F,1,Uneducated,Single,$40K - $60K,Blue,46,5,2284.0,0.733
0,56,F,2,Doctorate,Single,$40K - $60K,Blue,38,5,3609.0,0.284
0,50,M,0,High School,Single,$120K +,Silver,45,5,14938.0,0.154
0,38,M,0,High School,Married,$60K - $80K,Blue,31,4,16565.0,0.072
0,41,F,3,College,Single,$40K - $60K,Blue,32,2,3104.0,0.63
1,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,32975.0,0.076
0,41,M,3,High School,Divorced,$60K - $80K,Blue,33,2,20749.0,0.105
0,43,M,3,Graduate,Married,$80K - $120K,Blue,33,4,3498.0,0.0
0,56,F,3,Post-Graduate,Single,Less than $40K,Blue,42,3,2490.0,0.652
1,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,1457.0,0.0
0,33,M,4,High School,Single,$40K - $60K,Blue,25,4,8650.0,0.223
1,45,F,2,College,Married,Less than $40K,Blue,36,1,3387.0,0.0
0,53,F,3,Uneducated,Single,Less than $40K,Blue,40,5,1438.3,0.46
0,60,M,0,Uneducated,Married,Less than $40K,Blue,49,4,2094.0,0.745
0,47,M,4,Graduate,Single,$80K - $120K,Blue,41,5,26442.0,0.062
1,56,M,1,Graduate,Married,$80K - $120K,Blue,50,3,8688.0,0.0
0,44,M,5,High School,Single,$60K - $80K,Blue,35,3,5947.0,0.167
0,42,M,3,College,Single,$80K - $120K,Blue,36,6,29535.0,0.03
1,39,M,4,Graduate,Married,$80K - $120K,Blue,31,1,3929.0,0.138
0,57,F,2,High School,Married,Less than $40K,Blue,36,4,1438.3,0.629
1,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,32938.0,0.063
0,50,M,1,High School,Married,$80K - $120K,Blue,39,3,5384.0,0.259
1,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3022.0,0.296
0,50,F,1,Graduate,Married,Less than $40K,Blue,36,3,4143.0,0.456
0,38,F,1,College,Married,Less than $40K,Blue,25,3,2580.0,0.878
1,44,F,3,High School,Single,Less than $40K,Blue,36,2,2228.0,0.0
1,52,M,4,Graduate,Married,$60K - $80K,Blue,36,4,9375.0,0.173
0,40,F,3,High School,Divorced,Less than $40K,Blue,35,3,2555.0,0.829
0,48,F,3,High School,Married,Less than $40K,Blue,34,5,1495.0,0.0
0,50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43,5,3525.0,0.0
0,43,F,5,Graduate,Married,Less than $40K,Blue,35,3,5438.0,0.407
0,48,M,3,Graduate,Married,$60K - $80K,Blue,38,5,16920.0,0.127
0,52,M,3,Graduate,Single,$60K - $80K,Blue,36,4,9137.0,0.189
0,58,F,2,Graduate,Married,Less than $40K,Blue,44,4,5031.0,0.264
0,48,M,4,College,Married,$60K - $80K,Gold,33,2,34516.0,0.06
0,43,F,3,Graduate,Married,Less than $40K,Blue,31,6,2639.0,0.0
0,53,F,2,College,Married,Less than $40K,Blue,43,2,2160.0,0.952
0,46,F,3,Uneducated,Single,$40K - $60K,Blue,36,3,7020.0,0.254
0,46,M,3,Graduate,Married,$60K - $80K,Blue,29,3,3429.0,0.0
0,31,M,0,Graduate,Single,$40K - $60K,Blue,24,3,12050.0,0.144
0,51,F,3,College,Divorced,$40K - $60K,Blue,31,6,2768.0,0.48
0,34,M,2,Graduate,Married,$80K - $120K,Blue,23,6,7567.0,0.235
0,37,F,3,Graduate,Single,Less than $40K,Blue,36,3,6077.0,0.23
0,42,F,2,Doctorate,Married,Less than $40K,Blue,32,6,1592.0,0.0
1,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,12906.0,0.025
0,60,M,1,Graduate,Single,$60K - $80K,Silver,42,4,28701.0,0.0
0,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,1590.0,0.801
0,44,F,1,Graduate,Single,Less than $40K,Blue,31,2,1550.0,0.462
0,57,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,51,2,5479.0,0.219
1,43,F,2,Uneducated,Single,Less than $40K,Blue,32,4,1628.0,0.169
0,43,F,4,Graduate,Single,Less than $40K,Blue,32,6,4341.0,0.0
0,36,M,2,College,Married,$40K - $60K,Gold,23,1,23981.0,0.0
0,45,M,5,Uneducated,Single,$80K - $120K,Blue,38,3,7560.0,0.104
0,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,1438.3,0.0
0,32,F,2,Post-Graduate,Single,Less than $40K,Blue,16,3,2973.0,0.823
0,33,F,4,College,Single,Less than $40K,Blue,36,1,1438.3,0.0
0,40,F,4,Graduate,Single,Less than $40K,Blue,27,6,3751.0,0.405
0,49,M,2,Doctorate,Married,$40K - $60K,Blue,31,2,1915.0,0.807
0,46,M,3,College,Single,$80K - $120K,Silver,38,3,34516.0,0.037
0,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,4522.0,0.412
1,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2234.0,0.906
0,43,M,1,Graduate,Married,$120K +,Blue,34,5,28612.0,0.088
0,60,F,0,Graduate,Married,Less than $40K,Blue,55,2,3773.0,0.0
0,52,F,3,High School,Married,Less than $40K,Blue,40,4,4223.0,0.529
0,42,F,4,Uneducated,Single,Less than $40K,Blue,24,2,3428.0,0.644
0,41,M,5,Graduate,Single,$60K - $80K,Blue,28,5,4821.0,0.296
0,39,M,2,Graduate,Married,$80K - $120K,Blue,21,5,3281.0,0.388
0,42,F,4,High School,Single,Less than $40K,Blue,30,3,6172.0,0.196
0,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,11927.0,0.057
1,50,F,0,Graduate,Married,Less than $40K,Blue,38,2,4935.0,0.319
0,38,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3421.0,0.675
0,52,M,2,High School,Single,$60K - $80K,Gold,39,4,34516.0,0.055
0,46,M,5,Uneducated,Single,$60K - $80K,Blue,36,3,24512.0,0.031
1,38,M,3,College,Single,$80K - $120K,Blue,26,3,1438.3,0.0
0,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,5516.0,0.456
1,46,M,2,High School,Married,$60K - $80K,Gold,38,5,34516.0,0.073
1,40,M,4,Graduate,Divorced,$40K - $60K,Blue,28,1,5821.0,0.154
0,54,M,3,High School,Single,$80K - $120K,Blue,36,4,17686.0,0.0
0,48,F,2,Graduate,Married,$40K - $60K,Blue,42,4,4076.0,0.0
0,53,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2956.0,0.471
1,42,F,4,Doctorate,Married,Less than $40K,Blue,24,3,4304.0,0.0
0,53,M,1,Graduate,Married,$80K - $120K,Blue,38,6,22140.0,0.033
0,34,F,4,High School,Single,Less than $40K,Blue,30,4,3046.0,0.748
1,44,F,2,College,Single,Less than $40K,Blue,34,4,1751.0,0.0
0,37,F,2,High School,Single,Less than $40K,Blue,36,5,2535.0,0.533
0,46,M,2,Graduate,Married,$80K - $120K,Blue,39,1,29528.0,0.06
0,46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,3135.0,0.0
1,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,13873.0,0.0
0,58,M,0,High School,Married,$80K - $120K,Blue,36,6,2994.0,0.785
0,53,F,2,High School,Single,Less than $40K,Blue,49,1,9678.0,0.177
0,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,4,27374.0,0.055
0,42,M,4,Uneducated,Married,$80K - $120K,Silver,35,1,34516.0,0.041
0,34,F,3,Uneducated,Single,$40K - $60K,Blue,20,1,8698.0,0.1
0,59,M,1,Doctorate,Married,$40K - $60K,Blue,52,3,2548.0,0.793
0,52,M,1,Uneducated,Single,$120K +,Blue,41,1,12764.0,0.0
1,47,M,3,Uneducated,Married,$40K - $60K,Blue,29,1,1684.0,0.382
0,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,2211.0,0.62
0,54,F,2,Doctorate,Divorced,Less than $40K,Blue,43,6,1438.3,0.779
0,40,M,3,High School,Married,$60K - $80K,Blue,28,2,13452.0,0.187
0,47,F,2,High School,Single,Less than $40K,Blue,39,5,1580.0,0.392
0,57,M,4,Graduate,Married,$60K - $80K,Blue,39,4,8466.0,0.223
0,43,F,2,Graduate,Married,Less than $40K,Blue,36,6,2570.0,0.82
0,51,F,4,Graduate,Single,Less than $40K,Blue,36,4,2522.0,0.753
0,52,F,1,Graduate,Married,$40K - $60K,Blue,46,5,2442.0,0.617
0,41,F,2,Graduate,Single,Less than $40K,Blue,29,4,2670.0,0.779
0,45,M,1,Uneducated,Divorced,Less than $40K,Blue,40,4,2705.0,0.493
0,42,M,4,High School,Single,$60K - $80K,Blue,33,5,9442.0,0.089
0,43,M,3,High School,Single,$120K +,Blue,36,3,34516.0,0.0
0,36,M,2,Graduate,Single,$80K - $120K,Blue,17,4,2900.0,0.7
0,38,M,2,Uneducated,Single,$80K - $120K,Blue,22,2,34516.0,0.046
0,39,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,6,5471.0,0.376
0,37,M,3,Graduate,Married,$40K - $60K,Blue,36,3,2031.0,0.0
0,47,F,4,Uneducated,Single,Less than $40K,Blue,36,3,2092.0,0.717
0,46,M,3,High School,Divorced,$120K +,Blue,37,5,6457.0,0.0
0,42,M,5,Graduate,Married,$60K - $80K,Blue,34,3,10607.0,0.237
0,49,F,3,Graduate,Single,Less than $40K,Blue,36,4,2285.0,0.845
0,56,M,1,Graduate,Married,$80K - $120K,Blue,44,3,9078.0,0.165
0,46,F,2,Graduate,Single,Less than $40K,Blue,40,4,1438.3,0.444
0,55,F,1,High School,Single,Less than $40K,Blue,37,4,2376.0,0.829
0,49,F,3,High School,Married,Less than $40K,Blue,45,3,1638.0,0.634
0,45,M,2,Graduate,Single,$60K - $80K,Blue,34,5,13362.0,0.0
0,42,M,3,Graduate,Single,$60K - $80K,Silver,22,5,25293.0,0.045
0,49,M,3,College,Divorced,$40K - $60K,Blue,31,2,2181.0,0.558
0,39,M,1,Post-Graduate,Single,$40K - $60K,Blue,35,5,2623.0,0.809
0,57,F,2,Doctorate,Single,Less than $40K,Blue,44,2,9149.0,0.137
0,52,M,2,High School,Married,$60K - $80K,Blue,45,5,24287.0,0.069
0,46,M,4,High School,Single,$60K - $80K,Blue,36,4,13407.0,0.1
0,37,F,4,College,Married,Less than $40K,Blue,36,6,1438.3,0.547
0,51,M,1,High School,Single,$60K - $80K,Silver,43,2,28673.0,0.0
0,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,20459.0,0.101
0,40,F,2,Graduate,Married,Less than $40K,Blue,35,3,3511.0,0.0
0,61,M,2,Uneducated,Married,$60K - $80K,Blue,48,4,18571.0,0.0
1,45,M,3,Graduate,Married,$40K - $60K,Blue,40,1,7979.0,0.0
0,41,F,2,Graduate,Married,Less than $40K,Blue,32,3,3302.0,0.6
1,45,M,2,College,Single,$60K - $80K,Blue,29,3,3841.0,0.0
1,39,F,4,College,Single,$40K - $60K,Blue,36,3,1776.0,0.0
0,53,F,2,College,Married,$40K - $60K,Blue,34,6,2075.0,0.708
0,37,M,3,Uneducated,Single,$80K - $120K,Blue,30,5,11277.0,0.155
0,48,M,1,Uneducated,Married,$60K - $80K,Blue,42,6,4429.0,0.199
0,60,F,1,High School,Single,Less than $40K,Blue,49,5,2481.0,0.776
0,36,M,3,High School,Single,$80K - $120K,Blue,31,6,5228.0,0.276
0,54,F,1,High School,Married,Less than $40K,Blue,44,3,3947.0,0.442
1,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,3680.0,0.0
0,35,F,3,Uneducated,Single,Less than $40K,Blue,23,3,2858.0,0.438
0,62,M,1,Graduate,Married,$60K - $80K,Blue,44,5,14825.0,0.065
0,47,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,26058.0,0.064
0,50,M,2,Uneducated,Single,$60K - $80K,Blue,43,4,4388.0,0.146
0,53,M,3,Graduate,Married,$60K - $80K,Blue,36,4,3539.0,0.711
0,51,F,1,College,Single,Less than $40K,Blue,45,3,4860.0,0.365
0,26,M,0,Graduate,Single,$40K - $60K,Blue,13,6,3290.0,0.491
0,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2973.0,0.382
1,54,F,3,College,Married,Less than $40K,Blue,44,5,2921.0,0.826
0,61,F,1,Graduate,Married,Less than $40K,Blue,54,3,3102.0,0.674
0,59,F,0,Graduate,Single,Less than $40K,Blue,46,4,3044.0,0.529
0,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,3,8714.0,0.258
0,61,M,0,Post-Graduate,Married,$40K - $60K,Blue,53,5,5561.0,0.258
0,55,M,3,Graduate,Single,$80K - $120K,Blue,51,6,17198.0,0.0
0,55,F,0,Uneducated,Married,Less than $40K,Blue,44,1,2596.0,0.743
1,26,F,0,High School,Single,$40K - $60K,Blue,13,2,1730.0,0.934
0,45,M,1,Graduate,Married,$80K - $120K,Blue,34,3,9705.0,0.088
0,48,M,4,Graduate,Single,$80K - $120K,Blue,36,4,1536.0,0.662
0,44,F,1,College,Married,Less than $40K,Blue,33,5,1522.0,0.0
0,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,3955.0,0.636
0,55,M,2,Doctorate,Single,Less than $40K,Blue,44,2,3897.0,0.32
0,51,M,2,Graduate,Single,$120K +,Blue,40,4,26308.0,0.0
0,34,F,2,Graduate,Single,Less than $40K,Blue,36,4,3625.0,0.694
0,41,M,5,High School,Single,$40K - $60K,Blue,22,6,1438.3,0.0
0,40,M,5,Graduate,Single,$40K - $60K,Blue,36,2,2849.0,0.611
0,50,F,1,Graduate,Married,$40K - $60K,Blue,36,5,2560.0,0.706
0,52,F,1,Doctorate,Married,Less than $40K,Blue,39,3,1663.0,0.0
0,45,M,4,College,Divorced,$80K - $120K,Blue,37,6,1535.0,0.0
0,49,F,3,Uneducated,Married,$40K - $60K,Blue,40,6,8900.0,0.191
0,43,M,4,Graduate,Divorced,$80K - $120K,Blue,32,2,24244.0,0.068
0,36,M,2,High School,Single,$40K - $60K,Blue,32,3,2683.0,0.571
0,38,M,2,High School,Married,$40K - $60K,Blue,32,3,1438.3,0.0
0,57,F,2,Graduate,Married,$40K - $60K,Blue,47,5,4682.0,0.216
0,58,M,1,Graduate,Married,$60K - $80K,Blue,48,2,20724.0,0.107
1,53,F,3,College,Married,Less than $40K,Blue,43,3,3573.0,0.0
0,37,M,2,Graduate,Single,$60K - $80K,Blue,36,4,7638.0,0.124
0,42,M,5,High School,Married,$60K - $80K,Blue,32,1,4162.0,0.394
1,46,M,4,Graduate,Single,$40K - $60K,Blue,28,2,2979.0,0.0
0,33,F,1,Uneducated,Single,Less than $40K,Blue,36,5,8398.0,0.223
0,42,F,1,Graduate,Single,Less than $40K,Blue,34,5,3534.0,0.332
0,27,M,0,Graduate,Single,$120K +,Blue,17,6,8713.0,0.155
